발생일,발생시간,발생지_시도,발생지_시군구,요일,사고내용,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,가해자성별,가해자연령,가해당사자종별,가해자신체상해정도,피해자성별,피해자연령,피해당사자종별,피해자신체상해정도,가해차량용도_대분류,가해차량용도_중분류,가해차량용도,피해차량용도_대분류,피해차량용도_중분류,피해차량용도,도로종류,도로형태_대분류,도로형태,기상상태,노면상태_대분류,노면상태,사망자수,중상자수,경상자수,부상신고자수
20181024,09시,경기,의정부시,수,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,31-40세,건설기계,상해없음,남,31-40세,승용차,부상신고,사업용,기타/건설기계,기타/건설기계,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,1,1,1
20181024,11시,경기,구리시,수,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,화물차,부상신고,여,21-30세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,1
20181024,11시,인천,계양구,수,중상,차대차,추돌,추돌,안전거리 미확보,남,51-60세,승합차,상해없음,남,41-50세,건설기계,경상,사업용,노선버스,시외버스,사업용,기타/건설기계,기타/건설기계,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,8,0
20181024,15시,울산,울주군,수,사망,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,화물차,사망,남,41-50세,화물차,경상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,1,0,1,0
20181024,18시,대구,동구,수,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,61-64세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181025,02시,경기,성남시,목,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,부상신고,남,41-50세,화물차,경상,비사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,1
20181025,09시,경남,김해시,목,경상,차대차,측면충돌,측면충돌,신호위반,남,41-50세,화물차,상해없음,여,51-60세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,3,0
20181025,12시,경기,안양시,목,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,여,31-40세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,1,0,0
20181025,13시,경기,구리시,목,경상,차대차,기타,기타,안전거리 미확보,남,51-60세,건설기계,상해없음,남,31-40세,승용차,경상,사업용,기타/건설기계,기타/건설기계,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181025,17시,충북,청주시,목,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181025,18시,경기,시흥시,목,경상,차대차,기타,기타,안전운전 의무 불이행,남,65세이상,화물차,상해없음,남,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181025,18시,대구,동구,목,경상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,상해없음,여,51-60세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181025,19시,경기,용인시,목,경상,차대차,기타,기타,안전운전 의무 불이행,기타불명,불명,불명,기타불명,여,51-60세,승용차,상해없음,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181025,20시,경기,용인시,목,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181025,20시,인천,부평구,목,경상,차대차,측면충돌,측면충돌,기타,남,51-60세,승합차,상해없음,남,41-50세,승용차,경상,사업용,전세버스,전세버스,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,0,1,0
20181025,21시,경기,용인시,목,경상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,승용차,기타불명,남,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181025,23시,경기,부천시,목,경상,차대차,추돌,추돌,안전거리 미확보,남,41-50세,승용차,상해없음,남,41-50세,승용차,경상,사업용,렌터카,렌터카,사업용,택시,법인택시,고속국도,단일로,교량위,맑음,포장,건조,0,0,1,0
20181026,01시,인천,계양구,금,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,51-60세,화물차,중상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20181026,06시,충북,청주시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,61-64세,화물차,경상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,2,0
20181026,07시,경기,안산시,금,경상,차대차,측면충돌,측면충돌,기타,남,61-64세,승용차,경상,남,61-64세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20181026,07시,인천,계양구,금,경상,차대차,측면충돌,측면충돌,기타,남,51-60세,승용차,상해없음,남,21-30세,화물차,경상,사업용,택시,법인택시,사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20181026,08시,경기,부천시,금,경상,차대차,측면충돌,측면충돌,기타,여,51-60세,승용차,상해없음,남,51-60세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,1,0
20181026,12시,경기,시흥시,금,경상,차대차,추돌,추돌,안전거리 미확보,여,41-50세,승용차,경상,남,65세이상,화물차,상해없음,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,4,1
20181026,14시,경기,광주시,금,중상,차량단독,전도,전도,안전운전 의무 불이행,남,41-50세,화물차,중상,없음,불명,없음,없음,비사업용,화물차,화물차,없음,없음,없음,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,1,0,0
20181026,14시,충북,단양군,금,사망,차대차,추돌,추돌,안전운전 의무 불이행,여,51-60세,승용차,사망,남,41-50세,화물차,상해없음,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,기타,기타,비,포장,젖음/습기,1,0,0,0
20181026,17시,경기,평택시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,특수차,부상신고,남,51-60세,화물차,경상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,1
20181026,18시,경북,경산시,금,경상,차대차,기타,기타,안전운전 의무 불이행,남,65세이상,화물차,상해없음,여,61-64세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181026,18시,대구,달성군,금,중상,차량단독,기타,기타,안전운전 의무 불이행,남,41-50세,건설기계,중상,없음,불명,없음,없음,사업용,기타/건설기계,기타/건설기계,없음,없음,없음,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181026,19시,강원,원주시,금,중상,차대차,기타,기타,안전운전 의무 불이행,여,31-40세,승용차,상해없음,여,65세이상,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,안개,포장,기타,0,1,0,0
20181026,20시,경기,안산시,금,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,0,5,0
20181026,21시,경기,안성시,금,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,화물차,상해없음,여,21-30세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181027,01시,경기,시흥시,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,여,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181027,07시,경기,수원시,토,경상,차대차,기타,기타,안전거리 미확보,기타불명,불명,불명,기타불명,여,65세이상,승용차,경상,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181027,08시,경북,칠곡군,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181027,08시,충남,천안시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,65세이상,승용차,중상,비사업용,기타/건설기계,기타/건설기계,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,4,2,1
20181027,09시,경기,용인시,토,경상,차대차,기타,기타,안전거리 미확보,기타불명,불명,불명,기타불명,남,51-60세,승합차,상해없음,불명,불명,불명,사업용,전세버스,전세버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181027,09시,충북,음성군,토,경상,차대차,추돌,추돌,안전거리 미확보,남,21-30세,승용차,상해없음,남,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,0,3,0
20181027,11시,경기,용인시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,여,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,5,0
20181027,11시,경기,평택시,토,경상,차대차,기타,기타,안전거리 미확보,남,65세이상,화물차,상해없음,남,21-30세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181027,13시,강원,홍천군,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,21-30세,승용차,상해없음,여,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,0,2,0
20181027,15시,서울,중랑구,토,경상,차대차,기타,기타,기타,남,65세이상,화물차,상해없음,남,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,4,0
20181027,15시,서울,중랑구,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181027,15시,충북,영동군,토,사망,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,여,41-50세,승용차,사망,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,1,0,0,0
20181027,16시,충북,진천군,토,경상,차대차,추돌,추돌,안전운전 의무 불이행,여,31-40세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,1
20181027,17시,경기,용인시,토,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,51-60세,승합차,상해없음,남,61-64세,승용차,상해없음,사업용,노선버스,시외버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181027,17시,경북,포항시,토,경상,차대차,기타,기타,안전운전 의무 불이행,남,51-60세,화물차,상해없음,여,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,0
20181027,20시,경기,양평군,토,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,51-60세,승용차,상해없음,남,61-64세,승용차,부상신고,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,1
20181027,21시,경기,성남시,토,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20181028,02시,경기,용인시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,41-50세,화물차,중상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20181028,02시,대구,북구,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,41-50세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181028,05시,경남,진주시,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,51-60세,화물차,경상,사업용,렌터카,렌터카,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181028,08시,충북,청주시,일,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,3,5,0
20181028,12시,경남,함안군,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,51-60세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181028,14시,경기,가평군,일,중상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,여,31-40세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,기타,기타,비,포장,젖음/습기,0,1,0,0
20181028,14시,충북,진천군,일,경상,차대차,추돌,추돌,안전거리 미확보,남,21-30세,화물차,상해없음,남,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,3
20181028,18시,경남,김해시,일,경상,차대차,측면충돌,측면충돌,기타,남,51-60세,승용차,상해없음,여,31-40세,승용차,상해없음,사업용,렌터카,렌터카,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181028,19시,광주,광산구,일,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,65세이상,승합차,상해없음,남,51-60세,승용차,경상,사업용,전세버스,전세버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,비,포장,젖음/습기,0,0,3,0
20181028,19시,충북,진천군,일,경상,차대차,추돌,추돌,안전거리 미확보,남,31-40세,승합차,상해없음,남,31-40세,승합차,경상,비사업용,버스,버스,비사업용,버스,버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,0
20181028,21시,경기,오산시,일,중상,차대사람,횡단중,횡단중,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,보행자,중상,비사업용,승용차,승용차,보행자,보행자,보행자,고속국도,단일로,기타단일로,흐림,포장,젖음/습기,0,1,0,0
20181028,21시,경기,이천시,일,경상,차대차,기타,기타,안전거리 미확보,기타불명,불명,불명,기타불명,여,41-50세,승용차,경상,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181029,08시,경기,하남시,월,경상,차대차,기타,기타,안전거리 미확보,남,41-50세,화물차,상해없음,남,41-50세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181029,09시,경기,성남시,월,중상,차대차,측면충돌,측면충돌,안전거리 미확보,남,41-50세,승용차,상해없음,남,51-60세,화물차,중상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,2,0
20181029,09시,경기,이천시,월,사망,차대차,추돌,추돌,안전거리 미확보,남,51-60세,승합차,상해없음,여,41-50세,승용차,중상,사업용,노선버스,고속버스,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,1,4,13,1
20181029,09시,경기,평택시,월,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,승용차,상해없음,남,41-50세,특수차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181029,09시,경북,고령군,월,사망,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,남,51-60세,화물차,사망,없음,불명,없음,없음,비사업용,화물차,화물차,없음,없음,없음,고속국도,단일로,기타단일로,맑음,포장,건조,1,0,0,0
20181029,09시,인천,계양구,월,경상,차대차,측면충돌,측면충돌,기타,여,41-50세,승용차,상해없음,여,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,2
20181029,10시,경북,영천시,월,사망,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,남,61-64세,화물차,상해없음,없음,불명,없음,없음,비사업용,화물차,화물차,없음,없음,없음,고속국도,단일로,기타단일로,맑음,포장,건조,1,0,0,0
20181029,12시,강원,횡성군,월,중상,차대차,기타,기타,안전거리 미확보,남,51-60세,특수차,상해없음,남,65세이상,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,2,0,0
20181029,18시,경기,수원시,월,경상,차대차,측면충돌,측면충돌,안전거리 미확보,여,31-40세,승용차,경상,남,31-40세,특수차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181029,18시,부산,강서구,월,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,중상,여,31-40세,승용차,중상,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,3,1,0
20181029,19시,경남,김해시,월,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,특수차,상해없음,남,21-30세,승용차,경상,사업용,화물차,화물차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181029,20시,대구,달성군,월,중상,차대차,기타,기타,기타,남,51-60세,화물차,상해없음,남,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,3,11,1
20181029,23시,인천,부평구,월,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181030,02시,경기,용인시,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,승용차,상해없음,남,31-40세,건설기계,경상,사업용,렌터카,렌터카,사업용,기타/건설기계,기타/건설기계,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181030,03시,충남,천안시,화,중상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,61-64세,화물차,중상,사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181030,06시,경기,용인시,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,화물차,경상,사업용,렌터카,렌터카,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181030,07시,경기,하남시,화,경상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,화물차,상해없음,남,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181030,08시,경기,여주시,화,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,65세이상,승용차,경상,남,41-50세,화물차,경상,비사업용,승용차,승용차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181030,09시,경기,이천시,화,경상,차대차,추돌,추돌,안전거리 미확보,남,41-50세,화물차,상해없음,여,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,2,0
20181030,10시,경북,경주시,화,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,특수차,상해없음,여,41-50세,승용차,중상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181030,12시,경기,시흥시,화,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,여,51-60세,승용차,상해없음,남,41-50세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181030,12시,경기,화성시,화,경상,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,51-60세,승합차,경상,비사업용,승용차,승용차,사업용,노선버스,시외버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,5,8
20181030,15시,경남,함안군,화,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,65세이상,화물차,상해없음,남,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181030,15시,충남,논산시,화,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,65세이상,화물차,경상,비사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20181031,08시,인천,계양구,수,중상,차대차,측면충돌,측면충돌,기타,여,61-64세,승용차,상해없음,남,41-50세,승용차,중상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181031,10시,인천,계양구,수,중상,차대차,측면충돌,측면충돌,안전거리 미확보,남,51-60세,건설기계,상해없음,여,51-60세,승용차,중상,사업용,기타/건설기계,기타/건설기계,비사업용,승용차,승용차,고속국도,단일로,교량위,맑음,포장,건조,0,1,0,0
20181031,11시,인천,계양구,수,경상,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,화물차,상해없음,남,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181031,14시,경남,김해시,수,경상,차대차,기타,기타,안전운전 의무 불이행,남,41-50세,화물차,기타불명,여,31-40세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181031,15시,경기,화성시,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,31-40세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181031,16시,전남,무안군,수,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,21-30세,승용차,상해없음,남,21-30세,승용차,상해없음,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,터널안,맑음,포장,건조,0,0,5,0
20181031,18시,경기,수원시,수,경상,차대차,기타,기타,안전거리 미확보,남,65세이상,승용차,경상,여,21-30세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,3,0
20181031,18시,경기,시흥시,수,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,65세이상,화물차,상해없음,여,41-50세,승용차,경상,비사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181101,04시,경기,평택시,목,경상,차대차,추돌,추돌,안전운전 의무 불이행,기타불명,불명,불명,기타불명,남,51-60세,승용차,경상,불명,불명,불명,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181101,06시,강원,횡성군,목,경상,차대차,기타,기타,안전거리 미확보,남,31-40세,승용차,상해없음,남,61-64세,화물차,경상,비사업용,승용차,승용차,사업용,화물차,화물차,고속국도,단일로,기타단일로,흐림,포장,건조,0,0,1,0
20181101,07시,경기,하남시,목,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,51-60세,화물차,상해없음,여,41-50세,승용차,경상,사업용,화물차,화물차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181101,08시,경기,용인시,목,경상,차대차,기타,기타,안전운전 의무 불이행,여,21-30세,승용차,상해없음,여,51-60세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,4,0
20181101,10시,경기,안성시,목,경상,차대차,기타,기타,안전운전 의무 불이행,남,61-64세,화물차,상해없음,남,31-40세,건설기계,경상,사업용,화물차,화물차,사업용,기타/건설기계,기타/건설기계,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181101,11시,경기,의왕시,목,경상,차대차,측면충돌,측면충돌,안전운전 의무 불이행,남,41-50세,화물차,상해없음,남,31-40세,화물차,경상,사업용,화물차,화물차,사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181101,13시,경기,구리시,목,중상,차대차,기타,기타,안전운전 의무 불이행,남,31-40세,승용차,상해없음,남,41-50세,승합차,경상,비사업용,승용차,승용차,사업용,노선버스,시외버스,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,6,3
20181101,13시,경남,사천시,목,경상,차대차,추돌,추돌,안전운전 의무 불이행,남,51-60세,승용차,상해없음,남,41-50세,승용차,경상,사업용,렌터카,렌터카,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,0
20181101,14시,경기,오산시,목,중상,차대차,기타,기타,안전거리 미확보,남,41-50세,승용차,상해없음,남,31-40세,승용차,중상,비사업용,승용차,승용차,사업용,렌터카,렌터카,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,1,0
20181101,16시,대전,유성구,목,중상,차대차,추돌,추돌,안전운전 의무 불이행,남,31-40세,화물차,중상,남,41-50세,화물차,중상,비사업용,화물차,화물차,비사업용,화물차,화물차,고속국도,기타,기타,맑음,포장,건조,0,2,2,0
20181101,17시,인천,남동구,목,중상,차대차,측면충돌,측면충돌,안전거리 미확보,남,65세이상,승용차,상해없음,남,51-60세,화물차,중상,사업용,렌터카,렌터카,비사업용,화물차,화물차,고속국도,단일로,기타단일로,맑음,포장,건조,0,1,0,0
20181101,18시,경기,김포시,목,경상,차대차,추돌,추돌,안전거리 미확보,남,41-50세,승용차,상해없음,여,41-50세,승용차,경상,비사업용,승용차,승용차,비사업용,승용차,승용차,고속국도,단일로,기타단일로,맑음,포장,건조,0,0,1,5
